Sentimen,Teks
1,"""Rakyat Butuh Pemimpin Berani Bela Kepentingan Rakyat"" Figur itu hanya ada pada Capres ""Prabowo Subianto"""
1,"Klu PE, MMD, JK, PS, dan HR bersedia jadi cawapres brsama capres Jokowi, itu baru kejutan@BarataMedia @Indopolitica"
1,"Andaikan jokowi jd presiden, jusuf kalla jd wakilnya.. Makmurmi mungkin indonesia :D"
1,"Semoga terwujud jadi Presiden Jokowi :) RT @IndraJPiliang: Pola Solo ke Jakarta terulang. Di satu sisi Jokowi bilang : ""Capres apaan?"""
-1,"Dahlan Iskan semakin gak jls @despar54: Capres Dahlan Iskan Rilis Film ""Spatu skets Dahlan"" @Lili_Wilson @Re_bonjav @yusdiusman @sakezya99"
1,"RT @Ronnie_Rusli: Kalau Dahlan tertarik duet dng Capres Jokowi sebagai Cawapres 2014 itu namanya tau dirinya adalah ""Jongos Presiden (aka P..."
1,@farhatabbaslaw capres prabowo lebih unggul di borneo di banding farhat
-1,"Jokowi klh gemuk""@JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*"""
1,Mana yang lebih PANTAS JADI PRESIDEN @jokowi_do2 atau @farhatabbaslaw   #jelas JOKOWI
1,"Punya presiden Prabowo, siap2 dapet lungsuran hp..."
-1,"Sepakat pak, cabut aj, cmn klo begitu kayanya g ada yg bakal milih bapak deh @tempodotco: Jika Jadi Presiden, Prabowo Akan Cabut Subsidi BBM"
1,Jika jd capres Jokowi hrs dicarikan tandingnya yg sepadan. Jgn capres yg 4L. Basiiii n pasti pecundang.
-1,"Charta Politika: Ical cuma ""underdog"" tak mampu kalahkan capres Prabowo JokoWi @Sofyan711 @KalongMbengi @panjiJARIPeduli @winprakarsa"
1,@MahfudMD_Info @kompascom  saya dukung mahfud jd presiden jk wakilnya. Insya allah makmur
1,RT @udayusuf: kalau capres. jokowi dan prabowo tampak yang prospektif.
1,"@puan_maharani saatnya PDIP berjaya dng capres Jokowi, salah langkah malapetaka n yg ada caci maki, percayalah"
1,"Presiden: prabowo Wapres: ahok,indonesia pasti maju"
-1,"-VIVA- Putus Asa pada Janji Dahlan Hapus Outsourcing, DPR Panggil Presiden: ""Dahlan Iskan sudah tidak bisa dipegang ucapannya,""...  #VIVA"
-1,"RT @VitraLaviola: 1. Mau survey 1000 % pun,ibu Mega gak akan lepaskan Jokowi jadi Capres. Jokowi jd capres dr partai lain akan dicap pengkh "
1,RT @despar54: J Kalla: Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami @kolo_ijo @bertus_Aryadavi @Sunarwidjaja @J4j4nk @wahyudi_sudibya @a
1,RT @kafirliberal: Sayah lebih setuju kalo #CaPres @jokowi_do2  Cawapresnya Irsan Noor @KujangSangata
1,RT @sholeh_ug : berdoa agar #megawati terbuka hatinya untuk menjadikan @jokowi_do2 presiden #jokowi
-1,"@trio macan 2000: itu ada juga capres prabowo atau yg dari hanura, pasti tahu donk kasus besar mereka? Mereka gak cukong om macan kan?????"
-1,"Kalo mau serang ya anatr Capres, Jokowi Lho gak mikir Capres kok Ribut @Khoiri_yay45 Hahahaha @CorruptRegime @despar54 @Big_Iwid @bert_dave"
-1,"OMDO ""@despar54: Dahlan: Saya yakin Menangi Konvensi, April sy All out kalahkan Capres Jokowi @alankomar1 @eddies_song @bahdirja @bert_dave"""
-1,"Parpol2 kompak Jegal Capres Jokowi RT @satriopanilih: Ini Kelompok parpol APA? Segitu munafiknya, kenapa mereka kebakaran jengot @kolo_ijo"
1,"Aman, ada presiden Jokowi #eh RT @yogihartarto: Mdh2an 2015 Indonesia nggk alami hal yg sm RT @Reuters: Ukraine parliament votes to dismiss"
-1,@jackychan_ @MSukarnoputri @Rowan_Atkinson @ladygaga @agnezmo Mi permainan DUNIA MAYA gak pandang Presiden jk mau balaskan saja penderitaan
1,"RT @mike_febriano: @kabarpolitik Gw dukung Prabowo jadi presiden dan Puan jadi wakilnya. Atau opsi lain,Prabowo presiden,Mahfud wakil"
-1,"RT @despar54: Charta Politika: Ical cuma ""underdog"" tak mampu kalahkan capres Prabowo JokoWi @debley11 @andrianus_ba @winprakarsa @masbedjo..."
-1,"RT @KodratArief: Ngimpi kli , penjaga palang tol boleh jg ""@despar54: Capres Dahlan Isk: Visi RI 10 Besar DiDunia @liriksoe @BukanPejabat_ ..."
-1,RT @koeztri: @alankomar_ @tutihand_ emang ada #capres jokowi ya ?
1,J Kalla: Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami @PaijoKopet @michico_ayano @wakadol2012 @SR_235 @Yettidewi @yusdi_usman @Sarah_Pnd
-1,RT @forzafauzan: @PartaiSocmed FUI kemaren demo tolak Miss World tp poster yg dibawa Pasangan capres Wiranto-Tanoe. #lha #begimana
-1,RT @agnesriani: tidak akan ada capres yg berhasil menjadi presiden jk kelakuan msh spt itu (read: menghujat org via twitter)
-1,Ngebet banget mau jd capres. JK nggak bisa lg tuh tahu diri. #UrusCucu
1,RT @Ice_jie: @Presiden2014com @jokowi_do2 jokowi mauu jadi presiden?? JK juga akaan ikuu! Hiduuup JK :)
1,RT @alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi siapa lg yg mau gabung untuk jadi Tim Sukses Gratis jokowi for RI...
-1,"[4-end] calonkan diri sebagai presiden, Jokowi harus bersiap mencari partai lain yg bersedia mengusungnya. [kompasdotkom]"
-1,"#TuitJakarta Jika Maju Jadi Capres, Jokowi akan Bertemu Lawan Berat #Jakarta #Tuit"
1,"RT @aspin4565: Lagi musim pake for..for..for.., | BBM For Android | Jokowi For Presiden | Jokowi For Android *digetok Jasmev"
-1,@TrioMacan2000 Jokowi belom layak dunk jd Presiden??? Jokowi ikut kampanye dibeberapa Pilkada ngk effect.
1,"Nyapres aaahh RT @petergontha Angkat tangan deh, mau yang jadi presiden Jokowi atau Oma Irama apa Sule terserah,"
1,"86 RT @yogihartarto: Plus buzzer2 nya ya ? :) @panca66: Aman, ada presiden Jokowi #eh RT @yogihartarto: Mdh2an 2015 Indonesia nggk alami hal"
-1,RT @AniiiArsyad: @DianSry_  bah cilaka 12 Indonesia klo f*rhat jd presiden. ARB dong \m/
-1,RT @Mas_Shidqy: Jokowi jadi Presiden. Prabowo jadi penasehat utama. Ahok jadi Gubernur Jakarta. #Indonesia2014
1,@Dindapratiwiwi Skali2 kaya dulu jaman2 presiden megawati gtu skali libur lngsung libur 1 bulan gtu -___- *Menghayal
-1,"Apa beliau g punya kerjaan, punya akun segini banyak? RT @lakistyle @jokowi2014 @jokowi_do2 @jokowi_id @jokowi_presiden @jokowi_ri..."
-1,"Capres Jokowi terganjal bus bekas, jika terbukti terlibat, habis deh. #busbekas @Fahrihamzah"
-1,"RT @Tree_macan2000: @SBYudhoyono @basuki_btp orang2 pada semanget betul dukung jokowi capres,jokowi emoh,emoh opo pura2 emoh..?"
-1,"Semoga PDIP dan Megawati sadar, klo Jokowi masih punya janji untuk jakarta 5 tahun ini. Buktikan dulu 5 tahun, baru bicara presiden. #jokowi"
1,RT @Me_AswinDP: Menurut saya akan keren jika Indonesia ber presiden kan @aniesbaswedan  dan wakil presiden @jokowi_do2 ...
-1,"RT @adamjudge: Semoga PDIP dan Megawati sadar, klo Jokowi masih punya janji untuk jakarta 5 tahun ini. Buktikan dulu 5 tahun, baru bicara p..."
1,@FahrelStv Gak setuju Jokowi jadi Cawapres.. CAPRES JOKOWI harga mati...
-1,RT @koeztri: @alankomar_ @tutihand_ emang ada #capres jokowi ya ?
1,"Henky Santhoz A- Soal Capres, Dahlan Ngaku Dipepet Tiga Partai:  Dahlan Iskan mengakui adanya sejumlah partai politik y...  BOT TWEET  "
1,"Yang lain dukung Capres Jokowi, Prabowo, ARB, Surya Paloh, aku dukung Capres Pah Mahfud MD aja, kalo kamu dukung siapa beib #SurveyCapres"
-1,"DIS Omdo""@Peni_Asih: DEMOKRAT?! ""@despar54: Dahlan: Sy yakin Menang All out kalahkan Capres Jokowi @yusdiusman @LangitquJingga @amalontoh"
1,LPSI: Capres Hatta R paling top dr Parpol Islam @Sofyanguntur1 @MyBesar @HelmiHelmimoze @krasn4y4 @bang_is @aanaccess @masbedjo  @Ariefm22
-1,"Jangan pilih penculik! ""@ulinyusron: Kalau Jawa Tengah bisa melahirkan capres Jokowi, nah dari Jawa Timur digorenglah Ibu Walkot utk jadi ca"
-1,Jebres2.... RT @GusYehia: Capres JK - Rhoma Irama...wah bisa langsung dilamar HTI neh dikasih proposal khilafah :p
1,LPSI: Capres Hatta R paling top dr Parpol Islam @Alex4_110 @joni_arlo @SistaAgni @dedenbasuki @abelcolection @Mbi_Lung @tannusantara
-1,"@iskan_dahlan?- MIMPI :D.ngurusin BUMN saja mencret, kok mau macem2@despar54:4 Prgram Capres Dahlan RI Ekonomi Maju No20 Dunia, SDM bermutu"
1,Liat aja TL-nya @ridlwandjogja hampir semua yg bicara tg Capres Jokowi dipasangin sama tokoh laen.. UUJ (Ujung2nye Jokowi) #eaaa
1,"RT @kasanmulyono: Pak @iskan_dahlan dong ""@alrusmining: @anismatta dong RT@SaveIDN: Siapa yg sdh siap jadi presiden? Prabowo? Aher? Wiranto"
1,RT @Politikhangat: Deklarasi capres Wiranto-HT tingkatkan keterpilihan Hanura: Deklarasi pasangan calon presiden (Capres) Partai Hanura...
1,@aburizalbakrie .suara golkar suara rakyat.kembalikan kejayaan parti penguaasa orde baru..hidup golkar.presiden ARB.
-1,Saya gak setujuh kalo jokowi dicalonin jd presiden! Dia aja blm slsai ngerjain kota jakarta eh mlh disrh jd presiden! Dahlan iskan aja ada!
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"RT @NickyYuventius: Gila ya? Presiden Jokowi, Gubernur Ahok. Gila ya? Indonesia baru beneran."
1,"Tadi yg jadi bahasan, prediksi calon presiden. Jokowi vs gita wiryawan. Kesimpulannya, gita wiryawan bakal banyak dipilih sama cewek2. :D"
1,"Haha gk ada gambar presiden, jokowi aja mau""@ayyakk: Uda siapkan bagikan THR? Aku uang gambar presiden ya? RT @Ridho_afana: Siap !!!"""
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"RT @LeniaVanesa: Biar kaya aku sama icho RT @Alifmukri_6: Best couple""@LeniaVanesa: Presiden Jokowi wakil bu Risma, Indonesia jadi paling y"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,"Benahi kota jakarta dulu yang sempurna,baru benahin negara RT""@JokowiCentre: Terus Puncaki Survei Capres, Jokowi Masih 'Nggak Mikir' Juga"
-1,Gatau kenapa. Gue gasuka sm capres aburizal bakrie.
-1,PPP galang Partai2 Islam Bersatu Lawan Capres Jokowi @GA17B @Dick_name @bertus_Aryadavi @Windy146 @Banawa2 @WiroSabun @Him_NK @lina_alana
1,"@Pak_JK kalo boleh membanding Integritas JK > Jokowi, elektabilitas JK < Jokowi, solusi Jokowi capres JK wapres. prediksi = pasti menang."
-1,Itu si capres wiranto promosi kok ora liat kamera matanya :
-1,setelah di pikir-pikir sepertinya jika jowoki ga nyalonin presiden prabowo bisa menang nih.
-1,"Apa nih kisahnya promosi capres ARB kh haha ""@kirana_nidianti: berani berpikir, berani bermimpi, berani bertindak - ARB. wkk"""
-1,Kemaruk dan rakus betul RT @Reiza_Patters: Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden!
-1,"Guruh masih berfikir jernih""@rezkykamal7: @TrioMacan2000 Guruh Sukarno: Blm Waktunya Jokowi Jd Presiden, Jokowi masih harus banyak belajar."""
-1,"BISA BISA!! RT @ikanterbang13: Megawati capres, jokowi cawapres keknya kalah kalo vs prabowo capres, misalkan ahok cawapresnya....."
-1,"""Keburu bubarr @despar54: Dahlan: April sy All out kalahkan Capres Jokowi @Re_bonjav @bert_dave @Femilyakarina  @el_massoud @SoffiAgus"""
1,"RT @indrastumoranng: Naik aja jokowi jadi Presiden pasti indonesia berkembang pesat (y) ""@Metro_TV: Terkait Capres, Jokowi Disukai Media ht"
-1,@detikcom ada capres lain tersenyum bahagia penuh optimisme jika yg maju capres  Megawati bukan Jokowi
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,"Intip page fb kandidat capres. Prabowo termasuk paling banyak yg menglike.sebyk 4,3juta  dan umumnya berkomentar positif."
-1,"RT @despar54: Toss Konsultan Abal2 RT @wahyudi_sudibya: Konsultan Tidak cerdas ""Re: Konsultan Politik GolkarNasbi: Capres Jokowi, PDIP baka"
-1,"hhmmm bahkan acara sekaliber Miss World pun disusupi aroma kampanye capres Wiranto - Hary Tanoe, this is Indonesia !"
1,@finymars soekarno prnah blg yg injak2 negara ku maka Ganyang akibatx. Capres Prabowo jg blg SBY itu lembek.
1,Setuju ga kalo Presidan & Wak.Presiden Jokowi & Ahmad Dahlan ? Saya sih setujuuuu
1,RT @LionAnhar: Siapa se7 capres dahlan-mahfud md? Yukkkk :)
1,"Buka mata! haha""@Ikmal_MMI: Stupid option. Jokowi bisa apa?""@radywae: Mantabbb""@Lagiapabroo: Presiden JOKOWI, wakilnya Bu RISMA"""""""
1,RT @thoruzh09: Sy dukung jokowiahok jd presiden @jokowi_do2.Agr indonesia bersih dr koruptor n lbh mndukung lg bl ad UU uk mnggantung mati
-1,Amin Rais usul pasangan Capres Jokowi - Hatta ditolak sama @jokowi_do2 ya? Ya...emang gak level di mata rakyat.
-1,"Don't make some promises that you can't make it RT @PekanbaruCo: Jika Jadi Presiden,Dahlan Janji akn Miskinkan Koruptor Semiskin-miskinnya"
-1,"Iklan capres Wiranto sama HT di TV, itu matanya Wiranto liatin kemana ya? kok ga ke kamera :p"
1,RT @BBHesti: @kompascom Prabowo dgn 6 Program Aksinya cukup bagus sbg Presiden. Jokowi jangan diganggu sbg Gubernur DKI. DKi semrawut Indon
1,"@MPI_Community @Caleg_Bersih @Akualesia88 @jokowi_do2 Ri1=Rakyat,Tanpa Rakyat negara tdk ada , Ri2=presiden=Jokowi presiden 2014"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta..."
1,"RT @ediroberto1: Agak sedikit bs diraba,kandidat capres Dahlan ,Jokowi, Prabowo,ARB/JK.Seru nan berkwalitas.Bangsa di tngn mereka"
-1,"RT @hendy_sutanto: Iklan capres Wiranto sama HT di TV, itu matanya Wiranto liatin kemana ya? kok ga ke kamera :p"
1,Lagi ngopi di warkop denger sekelompok cerita tentang @Prabowo08 katanya layak jd presiden prabowo tegas berani n galak #kayak kenal aja
-1,"RT @andrinof_a_ch: Pake metode acak apa nich? Acak-acakan??? @despar54 Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24%  Cc: ..."
1,"RT @khumairahsamsir: Andaikan jokowi jd presiden, jusuf kalla jd wakilnya.. Makmurmi mungkin indonesia :D"
-1,RT @roeny_79: Awas ....  menurut media online Capres Prabowo Subianto akan membayar reting sejumlah lembaga di survei Indonesia menjadi ter...
-1,"Ayo banding2-in capres: Jokowi, Aher, Prabowo, Gita, DI dst; semuanya dijual, akhlak, agama, ideologi, prestasi, kesalehan!!!"
1,"RT @devaribali: Tepatnya, pelantikan Presiden Joko Widodo ""@iwanfals: utk ""Nyanyian Raya"" idealnya pas pelantikan Presiden"""
1,Hanura: Capres Wiranto Yakin Kalahkan Jokowi Krn Rajin Blusukan Ke Kampung2 @wakadol2012 @bang_is  @bertus_Aryadavi @RijalAjah @tannusantara
1,"Sibuk min , aku lg ngurus rekaman bwt capres jokowi , udh di dngr gbrnr jateng""@UZoneIndonesia: @RicardoArbim .kamu udh upload video blm ? """
1,"Hasil pencarian Google diantara para tokoh #capres, dahlan iskan menempati angka tertinggi (4.6 jt) @iskan_dahlan @DahlanIskanNote"
1,"Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL."
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"RT @DonyWenas: You Are The Next Presiden : Prabowo Subianto, Pemimpin yang Murah senyum, Lemah Lembut, dan Berani Tegas Dalam Aturan Dan Ke "
1,"RT @VeronicaMasayu: @tyazahara @WahyuTaufik14 @YanPoerba @SBYudhoyono @jatidiri30 @JusufKalla Presiden Jusuf Kalla, sya mendukungnya. Titik"
-1,"Namun ""kegagalan"" pak gita sbg menteri ttp menyisakan tanya ""apakah dia akan sukses jk jd presiden jk jd menteri saja gagal?"""
1,"JK berperan besar atas Jokowi.Capres PDIP ""tetap""b Mega.Jd capres JK+Jokowi sngt mungkin.Kendaraan politik:koalisi partai.Nah ramai"
1,"@kang_aking itu cocok mi. Siapapun cawapresnya, Indonesia 2014 akan punya Presiden Jusuf Kalla @JusufKalla"
1,"RT @YanuarWiratmaja: ""Siap meskipun pa MMD ga nyahut  @AnasSuyuti: amin,dukung trus pak MMD @YanuarWiratmaja: "" Presiden Mahfud Mahmodin , "
-1,Prediksi saya Prabowo capres & Jokowi cawapres. Krna PDIP pasti tdk dgn mudah membiarkan jokowi menjadi capres #FAVORIT @PartaiSocmed
-1,2periode dlu d gbernur...baru presiden Jokowi-Ahok
1,RT @dL0ne: Atau pokoknya Ahok maju jadi capres. Jokowi beresin Jakarta aja. Tapi partner Ahok yg paling pas siapa ya?
1,RT @BeritaKabar: Dalam Lakon Roy Marten: Mega Restui Capres Jokowi #Berita #Kabar
-1,"@prastow saya setuju SMI Presiden, Jokowi Gubernur DKI :), biar buktikan dulu hasil blusukannya dan pencitraan gaya Solo nya :)"
1,RT @AnasSuyuti: RT @SahabatMahfud13: Yg jls kt akn merugi jk tdk mendukung #mahfud md & #jokowi jd presiden & wak. presiden. @jokowi_do2 @m...
1,"@anismatta dong RT@SaveIDN: Siapa yg sdh siap jadi presiden? Prabowo? Aher? Wiranto? ""@doAmal: @SaveIDN jokowi jadi presiden itu terlalu cem"
1,"Capres Prabowo ,cawapres Jokowi"
1,Ternyata pak Habibie lebih suka capres Jokowi. hehe
-1,"@hatta_capres hatta kroninya demokrat,,"
-1,Demo tolak MissWorld tapi bawa spanduk Capres Wiranto...piye jal
-1,"@BayuSyecherKlaX Kalau blh komentar peluang Golkar dlm Capres, ARB jangan ngotot maju, hrs kader yg lain selain ARB. Klo itu dilakukan aman."
1,"cape deeehhhh.RT""@sadly_dr: Hancuuuurrrrr""ikanterbang Pasti semua parpol senang kalo megawati capres, jokowi cawapres, pasti semua dukung .."
1,Polisi ditembak mati lg..Mkin gak dhrgai militer krna HAM yg selangit di indon ini utk preman.. Dktwain malaysia lah..Hidup capres prabowo!!
1,@budiprast_25 @Indopolitica @PDI_Perjuangan  presiden JOkowi wapres JK
-1,"PDIP seperti tdk bhineka tunggal ika, Capres Jokowi-Puan atau Jokowi-Risma asal Jateng-Jateng atau Jateng-Jatim, nasib luar Jawa jd penonton"
-1,"Baru nyampe rumah trus liat trans tv. Loh kok itu ada calon presiden, ARB lg joged2 gk jelas diatas podium :)) Eh yp bukan ketang. Mirip hha"
1,@Yettidewi @andi_hpattera @PartaiSocmed @kangdedes74 @JojoBinjai pokoke aku pengen capres jokowi titik. Arep wakile gedebok pisang yo kono
-1,PDIP Acungi Jempol Jokowi yang Tolak Ikut Konvensi Capres  DAHLAN TOLOL
1,"RT @dirgarambe: Presiden Jokowi, Wapres Rieke, Mendagri Budiman Sujatmiko..Indonesia semakin ""ke kiri"". Tinggal cari Menkes yg sosialis, by"
1,Berharap nih presiden n wakil presiden megawati sma jokowi
-1,"RT @adamjudge: Semoga PDIP dan Megawati sadar, klo Jokowi masih punya janji untuk jakarta 5 tahun ini. Buktikan dulu 5 tahun, baru bicara p..."
1,@Listentomaheart  @ baru mau ikut milih Neng.. Yg saya pilih capres Jokowi. Kla Jokowi tdk di capres kan saya pilih golput sja Neng...
-1,"Terlalu lebay, aura capres Mahfud MD mulai pudar: Pemilu Presiden (Pilpres) 2014 diprediksi akan muncul tokoh-tokoh..."
-1,"@AgusYudhoyono p bner km ingin jd presiden,jk bner keamnn di indonesia itu ms loyo,tatalah y,biar amn terkndali terutama hukumnya,kurg bgt"
-1,"Jadi Calon Presiden, Prabowo Dijegal Koruptor"
-1,@insanayu tadi pas kampanye capres ARB ada pedagang es tebu yg dagangannya gak dibayar sama panitia kampanye
-1,@VIVAnews  mega for presiden..jokowi langkahnya masih jauh..negara ini memang butuh ratu adil ntuk mensejahterakan rakyatnya.smoga terwujud.
1,"RT @khumairahsamsir: Andaikan jokowi jd presiden, jusuf kalla jd wakilnya.. Makmurmi mungkin indonesia :D"
-1,RT @SharpButSoft: Klo Prabowo mjd Presiden sy cm pengen liat apakah kritikus twitter msh berani teriak2 sambil nyebarin foto2 lucu Presiden
1,"Presiden Jokowi, Mantaaaaapppp"
-1,"Kok golput? Kita jadi capres di LP Cipinang aja mreka @TrioMelayu9999:  Kalau pilihan capres: Jokowi &Dahlan kita Golput, gimana?sepakat"""
1,"#TuitIndonesia Jokowi Diusung Sebagai Capres, JK Belum Mau Banyak Komentar #Indonesia #Tuit"
-1,"jangan rebut jokowiku o_O ""@allunamaharani: Apalah ini org aussie dukung jokowi jd presiden? --"" Jokowi itu gubernur jakarta sampai 2017.."""
-1,Jokowi Dianggap Sudah Layak Jadi Presiden  DAHLAN TOLOL
-1,"RT @harrypvdio: Ndak mau mikir, ndak mau mikir, ndak mau mikir jadi Capres. @jokowi_do2 jumpalitan ngurus Jakarta."
-1,"RT @Imjustdoney: @elzataher udah ada survei internalnya, Megawati-Jokowi sulit menang. Capres Jokowi, cawapresnya siapa aja pasti menang."
1,"karena itu yang diliat itu figur sentral, Presiden,  Jokowi dianggap sebagai sosok yang mereka cari, satria piningit era millenium"
1,"""@obie_maulana: Makan siang klo habis ketemu gubernur itu serasa habis ganti presiden | @jokowi_do2"". Setujuuuuu !!"
1,"Habis buka fb page ""capres Jokowi & cawapres ust. Yusuf mansur"" pasangan yg cocok ini kyknya"
-1,"Jauhhh ""@despar54: Ical cuma ""underdog"" tak mampu kalahkan capres Prabowo JokoWi @Alex4_110  @hen_p_astoro @murnisaroso @Khoiri_yay45"""
1,Dahlan iskan capres.. Jokowi cawapres.. Itu baru kereeeeeeen \m/
1,"Survey LIPI: Dari 10 capres, @Jokowi_do2 menempati urutan teratas sebagai capres paling jujur."
1,"RT @soewito_y: Haha...jancuk tenan""@fadjroeL: Hehehe keren RT @lemanku: Calon presiden @jokowi_do2. Sedang berdiskusi dengan rakyatnya cc:@..."
1,"RT @vivijkw: ""@obie_maulana: Makan siang klo habis ketemu gubernur itu serasa habis ganti presiden | @jokowi_do2"". Setujuuuuu !!"
1,"RT @PeterGontha: Angkat tangan deh, mau yang jadi presiden Jokowi atau Oma Irama apa Sule terserah, yang dicari yg bisa cari jalan atasin k"
-1,"Om dapet pub doang ya?""@fadjroeL: SAPI? RT @pkspiyungan: Bungkus! RT @MustofaNahra: Mas @fadjroeL lebih cocok jadi Capres,..... @jokowi_do2"
1,"Buat pemerataan rejeki tukang sablon capres ARB  ""@wakadol2012:. @despar54 @MyBesar @jamspranata @Sofyanguntur1 @KodratArief @eddies_song"""
1,"RT @02tanggulang: President for Joy""@AmanudinStone: @SBYudhoyono  hayoo dukung pak ARB jadi Presiden. Jadi Presiden ARB siap tidak dibayar."""
1,Kalo Indonesia punya presiden jokowi n jk wapres n abraham jagung trus kapolrinya oegroseno menkehnya benyamin..beres tuh para koruptor...
-1,"Hahaha... silahturahmi penguatan jd cln presiden arb ""@inchylunkss: silaturahmi Kebangsaan @tvOneNews"""
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"@BossRadio984 jadi pengusaha mebel, ntar bisa jadi walikota terus jadi gubernur, siapa tau jadi presiden... *jokowi* :))"
-1,"Di sosmed rame Jokowi capres tahun depan. Benerin Jakarta aja belum, mau jadi Presiden @jokowi_do2"
1,"RT @dukung__JOKOWI: Itu namanya kesetiaan,dan loyalitas TOTAL seorang jokowi""@soloposdotcom: JOKOWI CAPRES : Jokowi Tetap Serahkan So.. htt"
1,"Apalagi ada rekan saya sendiri yg juga terkenal sebagai geriliyawan handal sdh merapat untuk mendukung capres prabowo ""bagus tdk masalah"""
1,"Presiden Megawati pernah mengutus Ali Alatas ke Myanmar untuk pembebasan Aung San Suu Kyi,sebuah keberanian dari wujud politik bebas & aktif"
-1,"RT @TrioMacan2000: Kampanye utk dirinya sendiri ..munafik? Aji mumpung? Ga etis? ""@bintangmangkauk: blm layak Presiden. Jokowi ikut kampany..."
1,Jagoan kuat capres : Prabowo n jokowi..
1,"RT @Soehendri80: @MPI_Community @Caleg_Bersih @Akualesia88 @jokowi_do2 Ri1=Rakyat,Tanpa Rakyat negara tdk ada , Ri2=presiden=Jokowi preside..."
1,"Jokowi jadi Capres, Jusuf Kalla jadi Cawapresnya cucok deh.."
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,PPP galang Partai2 Islam Bersatu Lawan Capres Jokowi @Femilyakarina @HelmiHelmimoze @SaripahWangi @Yettidewi @po_heng @masbedjo
1,Apapun partainya...presiden prabowo subianto..
1,"RT @hm_dermawanzain: 9.@Presiden2014com @mahfud_md2014 lain kita bahas bacalon presiden ARB,dapat di tambahkan Pak Mahfud bersih dari pelan"
-1,"RT @inksteve: Saya pastinya GOLPUT!!  untuk Presiden..Megawati no!, ARB no! Apalagi Dari PKS Pastinya no!!!, Wiranto no juga..tpi layak dic..."
-1,"Ogaaah emoh drpda jdi RI2 mndng Dki1 aj @Presiden2014com @jokowi_do2 @edhiewibowo_55 Ruhut: Saya ingin Pramono Edhie capres,Jokowi cawapresy"
-1,@lakistyle @jokowi_do2  sorry aq g s7 jokowi jd presiden. jokowi mhn jadikan jakarta icon indonesia
1,"RT @AnasSuyuti: amin semoga kesampaian dan dukung trus ya buat pak Mahfud MD @YanuarWiratmaja: "" Presiden Mahfud Mahmodin , ..Amin @mohmahf"
1,"Mungkin Indonesia bakalan keren kalo JK Presiden, Jokowi Wapres, Ahok jadi salah satu menteri."
1,RT @maulfania: Presiden: dahlan iskan. Wakil presiden: ahok. Cocok pol iki lek sampe dadi tenan. Luwih sangar timbang messi neymar
1,"@RAsuryoputro kalo presiden jokowi, jakarta lebih cepet beres. urusan sama pusat gampang."
1,"Siiaapp mba Sehat @yantisabarin:  Gmn kbr sehat?.Kita dukung Capres Jokowi Rizal Ramli. Keduanya punya ciri khas yg tdk dimiliki org lain."""
1,"Presiden Abdurrahman Wahid, dan Presiden Megawati Soekarnoputri memiliki komitmen dalam menata transisi politik"
1,"Tolak konvensi, Golkar beruntung miliki JK: Sikap mantan Wakil Presiden Jusuf Kalla (JK) untuk ikut serta dalam "
-1,RT @bang_iippull: Pasangan Capres Wiranto dan Hari Tanoe Sudibyo duduk didepan sendiri nntn Miss World sekalian kampenye pak?
1,"RT @YanuarWiratmaja: ""@fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. &amp; Cawapres @mohmahfudmd. Gimana bung @fadjroeL."" : Simpan d..."
1,RT @damara634: Biarpun ada partai konvrensi untk menjaring capres.. Tapi rakyat akan tetap memilih capres Jokowi 2014.
